user_id,email_hash,registration_date,country_code,age_group,account_tier,kyc_status,account_status,last_login_date,total_deposits,total_withdrawals,current_balance,is_copy_trader,referral_code
USR_EC52A9BC,email_000014@domain.com,2021-10-25,US,18-25,Gold,Pending,Inactive,2022-07-02,2990.47,26340.29,23673.74,True,REF_867460
USR_02387D56,email_000015@domain.com,2022-09-22,CH,56-65,Silver,Verified,Pending,2022-10-27,47347.75,4953.81,13191.84,False,REF_322086
USR_F80FED2B,email_000016@domain.com,2023-01-09,FR,65+,Gold,Pending,Suspended,2023-12-28,21961.19,15527.28,3025.1,True,REF_167136
USR_C6BC36DA,email_000017@domain.com,2021-11-23,SG,56-65,Silver,Rejected,Inactive,2021-12-03,458.82,21235.23,1471.84,True,REF_132938
USR_74C29EB7,email_000018@domain.com,2024-10-26,UK,56-65,Silver,Pending,Pending,2025-04-13,10790.42,3969.36,23387.86,False,REF_354801
USR_8EA78BC5,email_000019@domain.com,2024-05-25,CH,46-55,Silver,Verified,Active,2025-01-22,32983.24,10628.93,10277.56,True,REF_806073
USR_3ED5FC74,email_000020@domain.com,2023-08-31,UK,18-25,Platinum,Rejected,Suspended,2024-07-26,40049.57,3278.07,4789.75,False,REF_246991
USR_EFE4DDFD,email_000021@domain.com,2022-05-14,IT,46-55,Silver,Verified,Pending,2022-08-15,40420.31,25679.01,2447.72,True,REF_197793
USR_5FF7C807,email_000022@domain.com,2024-03-23,DE,46-55,Platinum,Pending,Inactive,2024-07-22,43246.05,27073.29,4115.93,True,REF_509386
USR_C3866EB0,email_000023@domain.com,2021-06-27,IT,46-55,Diamond,Rejected,Pending,2022-02-14,7824.36,8901.23,24217.73,True,REF_884309
USR_A6467824,email_000024@domain.com,2021-10-04,US,56-65,Platinum,Rejected,Inactive,2021-11-02,2938.29,15234.85,21283.56,True,REF_723939
USR_FE3C759B,email_000025@domain.com,2020-05-19,FR,46-55,Bronze,Rejected,Inactive,2021-04-29,28988.06,1192.25,2049.59,False,REF_373432
USR_1E887A65,email_000026@domain.com,2021-02-22,BE,36-45,Silver,Pending,Pending,2022-01-30,6630.83,19365.02,11430.61,True,REF_109767
USR_75FD4D44,email_000027@domain.com,2022-07-27,SG,18-25,Bronze,Rejected,Inactive,2023-06-10,25343.65,3973.7,8725.22,True,REF_356150
USR_4916CAA0,email_000028@domain.com,2022-01-26,DE,46-55,Diamond,Rejected,Suspended,2022-06-20,30622.72,29616.99,16349.41,True,REF_800305
USR_3AF842DF,email_000029@domain.com,2024-07-31,IT,65+,Bronze,Verified,Suspended,2025-05-10,5859.89,3211.08,13830.59,False,REF_395442
USR_BC0ED8E5,email_000030@domain.com,2023-05-23,BE,36-45,Silver,Rejected,Suspended,2023-09-07,25319.91,7533.64,22703.98,True,REF_196781
USR_FB04AB89,email_000031@domain.com,2023-07-23,IT,18-25,Bronze,Pending,Inactive,2024-02-24,31891.96,7858.66,18530.77,False,REF_688153
USR_F772A43C,email_000032@domain.com,2020-01-20,UK,65+,Silver,Rejected,Active,2020-03-17,41746.29,17475.29,3702.34,True,REF_143860
USR_82899D0C,email_000033@domain.com,2021-09-23,CH,18-25,Gold,Verified,Inactive,2022-03-28,33379.98,10610.36,13997.09,False,REF_750810
USR_61366721,email_000034@domain.com,2024-03-14,FR,26-35,Silver,Pending,Active,2024-06-01,9050.1,27734.62,19559.66,False,REF_941204
USR_EB87FFD7,email_000035@domain.com,2023-10-03,IT,26-35,Bronze,Pending,Active,2024-02-07,42943.8,6673.01,20414.67,False,REF_466643
USR_BC33E913,email_000036@domain.com,2021-09-17,FR,18-25,Silver,Pending,Suspended,2022-01-11,14002.29,2082.62,19333.17,False,REF_772642
USR_02FDE72A,email_000037@domain.com,2022-11-09,NL,56-65,Gold,Verified,Active,2023-06-01,43864.22,7836.46,14514.74,False,REF_140115
USR_F1BB594B,email_000038@domain.com,2020-08-10,AU,36-45,Gold,Pending,Active,2021-06-11,19321.25,17297.64,6368.06,False,REF_101773
USR_5090FB40,email_000039@domain.com,2022-11-30,NL,65+,Silver,Pending,Pending,2023-09-01,3591.69,19927.13,8255.0,False,REF_795612
USR_611B2DDC,email_000040@domain.com,2024-10-02,BE,36-45,Diamond,Pending,Pending,2024-12-04,16376.53,20916.25,13860.31,True,REF_540869
USR_EC8AD45B,email_000041@domain.com,2023-09-23,NL,65+,Silver,Rejected,Suspended,2024-04-04,20363.15,25011.76,7596.87,True,REF_550770
USR_42E066A0,email_000042@domain.com,2024-05-28,SG,65+,Gold,Pending,Pending,2025-03-20,22163.77,6411.04,11829.65,True,REF_790855
USR_4C3B5DBC,email_000043@domain.com,2020-06-22,JP,65+,Diamond,Pending,Active,2020-11-14,40939.33,22534.14,16819.89,True,REF_945742
USR_EC3A3D6B,email_000044@domain.com,2021-02-11,US,18-25,Silver,Pending,Active,2021-04-27,22825.27,26584.11,14391.77,False,REF_618392
USR_CD6F1E15,email_000045@domain.com,2022-03-29,DE,65+,Bronze,Verified,Pending,2022-07-31,11020.17,24123.3,17397.79,False,REF_152657
USR_ACE6EB0D,email_000046@domain.com,2023-02-15,UK,46-55,Silver,Pending,Suspended,2023-06-22,47506.98,26742.78,15316.31,False,REF_970914
USR_6C6335A3,email_000047@domain.com,2023-01-27,DE,65+,Platinum,Pending,Suspended,2023-09-12,37613.66,25195.89,6932.78,False,REF_757193
USR_73BE1621,email_000048@domain.com,2021-05-04,CA,18-25,Gold,Verified,Suspended,2021-09-21,16858.79,26790.8,2014.44,True,REF_342495
USR_89B82849,email_000049@domain.com,2022-02-23,DE,65+,Silver,Verified,Pending,2023-02-13,20439.21,16278.33,10394.36,True,REF_973349
USR_831815F8,email_000050@domain.com,2022-05-10,CH,56-65,Bronze,Rejected,Pending,2022-11-25,23901.29,28282.25,7465.32,False,REF_994905
USR_764B5BBA,email_000051@domain.com,2024-09-07,JP,65+,Diamond,Rejected,Inactive,2025-04-09,24462.65,8188.06,12141.05,False,REF_452457
USR_C64C206E,email_000052@domain.com,2023-10-01,CH,46-55,Silver,Pending,Inactive,2024-09-12,49038.03,16023.71,22673.22,True,REF_188025
USR_CA551238,email_000053@domain.com,2023-08-09,DE,46-55,Silver,Verified,Suspended,2024-03-15,19017.28,6349.81,8171.15,False,REF_391773
USR_94086631,email_000054@domain.com,2024-03-20,IT,18-25,Platinum,Verified,Active,2024-10-21,49995.4,10498.81,16253.6,True,REF_890870
USR_25F8A547,email_000055@domain.com,2020-03-04,FR,18-25,Diamond,Verified,Inactive,2020-07-08,6398.43,20083.77,14099.24,True,REF_587623
USR_8EE76023,email_000056@domain.com,2023-12-03,CH,36-45,Silver,Rejected,Active,2024-04-12,38911.82,4912.97,7775.97,True,REF_427110
USR_190C7039,email_000057@domain.com,2023-03-25,AU,46-55,Silver,Verified,Inactive,2024-03-05,5184.88,23174.43,21257.33,True,REF_934904
USR_CC8ACBD9,email_000058@domain.com,2023-03-05,ES,56-65,Platinum,Rejected,Suspended,2023-03-26,3540.94,19426.3,316.3,False,REF_962276
USR_01A08E8E,email_000059@domain.com,2022-09-30,AU,36-45,Platinum,Rejected,Inactive,2022-11-23,21830.81,22013.86,24136.84,False,REF_745830
USR_D3DFDDF4,email_000060@domain.com,2024-07-13,CH,46-55,Platinum,Pending,Suspended,2025-04-14,16183.0,7364.86,23365.55,False,REF_572700
USR_230887DD,email_000061@domain.com,2021-05-14,SG,56-65,Platinum,Pending,Active,2022-01-06,24765.89,9750.43,12188.75,False,REF_936587
USR_7C8A10E2,email_000062@domain.com,2021-06-13,IT,56-65,Gold,Rejected,Active,2021-12-04,25879.7,5731.69,6033.9,False,REF_612311
USR_994E0B83,email_000063@domain.com,2023-02-11,BE,46-55,Platinum,Pending,Active,2023-06-14,4743.36,6647.89,17294.68,False,REF_796212
USR_2DBC2F34,email_000064@domain.com,2023-04-06,CA,56-65,Diamond,Pending,Pending,2023-10-11,49831.91,16511.65,8795.26,False,REF_384076
USR_51473198,email_000065@domain.com,2021-09-19,FR,18-25,Silver,Pending,Active,2022-01-25,37169.77,28526.33,17254.09,True,REF_326895
USR_A93A98F0,email_000066@domain.com,2024-02-21,IT,65+,Diamond,Rejected,Suspended,2024-10-25,49027.48,24978.85,7406.16,False,REF_288158
USR_4FCD92E4,email_000067@domain.com,2021-09-11,BE,56-65,Silver,Pending,Active,2021-09-18,48717.32,16600.77,17435.43,True,REF_768854
USR_A02AF2BA,email_000068@domain.com,2024-11-13,UK,18-25,Diamond,Pending,Pending,2025-07-22,23987.84,10221.18,24137.44,False,REF_600935
USR_CF270BFE,email_000069@domain.com,2020-08-21,AU,46-55,Bronze,Rejected,Active,2020-09-23,7671.18,24334.26,23728.14,True,REF_360247
USR_A86D1B6B,email_000070@domain.com,2020-08-30,CH,46-55,Diamond,Rejected,Inactive,2021-06-11,38807.11,11411.34,22712.61,False,REF_717113
USR_20F22590,email_000071@domain.com,2022-05-28,SG,56-65,Bronze,Rejected,Active,2022-10-31,47384.75,6233.64,5275.63,True,REF_264686
USR_F7343209,email_000072@domain.com,2021-05-06,JP,18-25,Silver,Verified,Pending,2021-08-02,22580.13,17814.34,7281.48,True,REF_402099
USR_1A6846B9,email_000073@domain.com,2023-12-18,BE,46-55,Bronze,Rejected,Inactive,2024-05-10,46203.16,23634.84,15626.45,True,REF_545790
USR_12D08ACC,email_000074@domain.com,2020-08-23,FR,65+,Silver,Pending,Inactive,2021-05-28,3663.35,4977.68,7690.3,False,REF_560485
USR_409D182A,email_000075@domain.com,2020-09-11,BE,36-45,Platinum,Pending,Pending,2021-05-08,21944.17,17941.1,22235.57,False,REF_733039
USR_3CA25B04,email_000076@domain.com,2021-05-27,UK,26-35,Diamond,Rejected,Active,2021-06-09,49978.66,20168.45,6737.78,True,REF_900177
USR_9FCCD46A,email_000077@domain.com,2024-03-28,CA,56-65,Platinum,Pending,Inactive,2024-06-25,49847.58,13076.55,20356.12,True,REF_592841
USR_A63F0105,email_000078@domain.com,2021-12-13,ES,36-45,Bronze,Verified,Suspended,2022-07-10,20641.09,14864.07,16564.59,False,REF_953085
USR_3E4EA1F9,email_000079@domain.com,2024-04-06,US,46-55,Bronze,Pending,Suspended,2025-01-12,16231.36,29105.54,10104.38,True,REF_789606
USR_0CF2C0A1,email_000080@domain.com,2024-11-15,CA,46-55,Bronze,Verified,Suspended,2025-08-19,31169.43,14954.79,11051.02,True,REF_313446
USR_191CEC2A,email_000081@domain.com,2021-06-30,DE,36-45,Platinum,Rejected,Pending,2022-04-07,6159.16,29194.4,15221.79,True,REF_844261
USR_4714114D,email_000082@domain.com,2020-11-20,JP,18-25,Diamond,Pending,Active,2021-04-28,11312.56,25242.17,2836.53,True,REF_779172
USR_D8AA73C2,email_000083@domain.com,2024-08-31,CA,65+,Gold,Rejected,Suspended,2024-11-17,20832.97,14474.99,11805.49,False,REF_678043
USR_6B6184E0,email_000084@domain.com,2020-10-23,FR,56-65,Diamond,Rejected,Inactive,2021-05-07,43214.94,8287.42,19750.15,False,REF_456385
USR_3FF795B3,email_000085@domain.com,2024-06-01,IT,18-25,Gold,Rejected,Suspended,2025-02-15,41890.05,17397.7,16498.52,True,REF_568238
USR_A1EF8216,email_000086@domain.com,2023-01-08,ES,36-45,Diamond,Rejected,Pending,2023-09-12,22821.7,9653.32,4716.31,True,REF_699573
USR_93A845FC,email_000087@domain.com,2022-02-23,CH,46-55,Bronze,Pending,Pending,2022-06-22,35290.87,24342.27,9651.97,True,REF_619389
USR_0B0B678F,email_000088@domain.com,2020-03-16,JP,56-65,Gold,Verified,Pending,2020-05-19,5075.61,27313.25,383.69,True,REF_529893
USR_9735C11B,email_000089@domain.com,2024-11-18,DE,18-25,Platinum,Pending,Suspended,2025-10-19,31200.64,11924.5,2007.88,False,REF_993744
USR_58B7BE9C,email_000090@domain.com,2023-10-13,AU,36-45,Platinum,Rejected,Active,2024-07-12,30911.23,7043.11,17109.99,False,REF_338536
USR_FAD0D381,email_000091@domain.com,2024-03-09,AU,18-25,Bronze,Pending,Inactive,2024-04-24,34730.66,27102.72,1149.77,True,REF_407618
USR_73D6A865,email_000092@domain.com,2022-01-04,AU,26-35,Silver,Rejected,Pending,2022-07-14,28339.81,23775.58,4249.59,True,REF_739098
USR_187FD776,email_000093@domain.com,2024-11-18,SG,65+,Silver,Pending,Inactive,2025-06-01,11686.2,19137.14,11489.26,True,REF_943718
USR_99A81333,email_000094@domain.com,2022-08-10,NL,56-65,Silver,Verified,Pending,2023-01-04,47267.26,29629.55,7478.86,False,REF_823846
USR_83A16ADB,email_000095@domain.com,2021-05-27,IT,26-35,Platinum,Pending,Active,2022-01-15,11936.56,17157.68,14370.3,False,REF_123005
USR_8D8764B4,email_000096@domain.com,2024-08-26,AU,36-45,Bronze,Rejected,Active,2025-07-29,45539.79,22355.16,20820.97,False,REF_913423
USR_0529DD0A,email_000097@domain.com,2024-06-24,SG,36-45,Silver,Rejected,Inactive,2024-10-19,31082.47,20332.93,18023.21,True,REF_758765
USR_6E5FF079,email_000098@domain.com,2020-07-17,NL,18-25,Gold,Pending,Active,2021-06-03,29020.73,21970.79,2253.33,False,REF_442589
USR_586AA76C,email_000099@domain.com,2024-03-10,DE,26-35,Silver,Rejected,Suspended,2024-10-08,26589.53,27404.61,20761.82,False,REF_964749
USR_012D591A,email_000100@domain.com,2022-09-13,BE,36-45,Bronze,Pending,Active,2023-02-11,7123.78,28995.01,21503.51,False,REF_986827
USR_DFD5FFE6,email_000101@domain.com,2024-07-05,ES,18-25,Platinum,Verified,Suspended,2025-04-16,26874.96,13643.58,16820.71,False,REF_712955
USR_348D228F,email_000102@domain.com,2022-02-19,ES,18-25,Silver,Pending,Active,2023-01-11,31015.39,28295.07,8200.16,True,REF_779112
USR_C0149698,email_000103@domain.com,2020-05-09,CA,65+,Gold,Rejected,Pending,2021-03-30,5922.13,1360.4,930.3,False,REF_221761
USR_6108BAD7,email_000104@domain.com,2020-07-18,JP,26-35,Platinum,Pending,Suspended,2020-11-15,33557.26,22294.2,23649.35,False,REF_715870
USR_3C8F187E,email_000105@domain.com,2024-02-29,AU,65+,Bronze,Pending,Pending,2024-05-18,46958.75,8392.2,17257.02,True,REF_564920
USR_EEA21E0F,email_000106@domain.com,2022-06-29,ES,18-25,Gold,Rejected,Suspended,2022-10-27,3121.45,8276.44,24205.17,False,REF_196126
USR_3611D53A,email_000107@domain.com,2023-09-19,NL,65+,Diamond,Verified,Active,2024-01-05,39361.05,7307.07,3148.1,True,REF_171942
USR_40A5526D,email_000108@domain.com,2024-08-26,FR,56-65,Silver,Verified,Suspended,2025-06-05,38740.99,23659.31,14899.54,False,REF_251716
USR_113176BF,email_000109@domain.com,2020-09-23,IT,26-35,Bronze,Rejected,Active,2021-06-26,6676.98,10747.27,19710.79,False,REF_116547
USR_0BECB55E,email_000110@domain.com,2020-12-22,US,26-35,Platinum,Rejected,Active,2021-05-06,37308.7,14287.38,19450.43,True,REF_573962
USR_ABFA3762,email_000111@domain.com,2022-10-28,SG,18-25,Diamond,Pending,Pending,2023-02-18,32202.7,934.52,24964.67,False,REF_546980
USR_257F88BE,email_000112@domain.com,2023-11-06,CA,65+,Platinum,Verified,Active,2023-12-31,16173.38,4450.01,3154.79,False,REF_499407
USR_D3173F9C,email_000113@domain.com,2023-05-08,IT,46-55,Diamond,Rejected,Pending,2024-02-03,5049.01,21053.38,21319.82,True,REF_550961
USR_D6DDB6CF,email_000114@domain.com,2022-07-13,AU,36-45,Platinum,Pending,Pending,2022-11-06,36507.66,9376.45,7813.09,False,REF_492483
USR_62ED88F8,email_000115@domain.com,2020-11-08,CA,18-25,Bronze,Verified,Active,2021-10-25,21650.64,22337.67,9316.17,True,REF_683397
USR_565B7E48,email_000116@domain.com,2020-05-02,JP,56-65,Gold,Rejected,Active,2021-02-26,20599.35,26208.22,23528.25,False,REF_856086
USR_83DE7B75,email_000117@domain.com,2020-04-15,SG,36-45,Gold,Verified,Inactive,2020-09-09,7821.04,14465.68,21181.87,False,REF_986438
USR_23C40A57,email_000118@domain.com,2023-02-13,UK,36-45,Diamond,Verified,Pending,2023-08-20,42273.24,29236.4,20460.67,True,REF_738577
USR_F2E0B73A,email_000119@domain.com,2023-09-09,IT,18-25,Silver,Pending,Suspended,2024-08-29,46084.72,10530.7,4535.14,True,REF_693830
USR_1D5FA5A6,email_000120@domain.com,2023-09-08,UK,26-35,Bronze,Verified,Inactive,2024-03-31,18872.1,13609.37,3935.23,False,REF_856648
USR_BC3EE869,email_000121@domain.com,2021-10-26,SG,18-25,Bronze,Verified,Inactive,2022-08-12,37746.35,1492.87,2039.54,False,REF_794093
USR_3ED95398,email_000122@domain.com,2022-05-18,SG,46-55,Platinum,Pending,Inactive,2023-01-21,37771.66,3414.53,10747.84,False,REF_811163
USR_27F64486,email_000123@domain.com,2023-10-21,CA,56-65,Gold,Verified,Inactive,2024-08-19,19823.64,17979.75,192.18,False,REF_321494
USR_85692460,email_000124@domain.com,2024-04-20,CH,36-45,Gold,Pending,Active,2024-06-29,485.72,22410.42,4392.37,False,REF_658453
USR_4FEB953A,email_000125@domain.com,2023-12-12,JP,56-65,Gold,Verified,Pending,2024-04-07,43102.04,1269.07,468.54,True,REF_428267
USR_E2702233,email_000126@domain.com,2023-03-25,SG,46-55,Platinum,Pending,Active,2023-10-30,20311.11,28985.99,4296.83,False,REF_972442
USR_1AFEE037,email_000127@domain.com,2023-11-13,UK,46-55,Bronze,Verified,Pending,2024-05-16,29484.68,15718.88,9894.17,False,REF_882033
USR_FB33648D,email_000128@domain.com,2021-11-26,ES,26-35,Bronze,Rejected,Active,2022-03-19,26577.18,5817.11,19405.71,False,REF_862712
USR_F02D416D,email_000129@domain.com,2024-08-04,DE,26-35,Bronze,Verified,Suspended,2025-06-30,9943.86,18071.97,19005.38,True,REF_285751
USR_14DEEC2D,email_000130@domain.com,2024-05-01,CA,46-55,Diamond,Rejected,Pending,2025-03-18,34088.56,26461.44,16074.8,False,REF_757685
USR_98D2B928,email_000131@domain.com,2021-10-09,CA,18-25,Platinum,Pending,Suspended,2021-12-25,39836.85,17742.59,8798.56,True,REF_425486
USR_4950B7A4,email_000132@domain.com,2022-08-03,US,18-25,Gold,Pending,Active,2023-03-22,32268.86,29321.06,2257.41,False,REF_585188
USR_E9FB86D0,email_000133@domain.com,2023-04-03,CH,65+,Bronze,Pending,Inactive,2024-01-11,16144.19,14268.87,3771.53,True,REF_572407
USR_9452D3D0,email_000134@domain.com,2020-07-30,BE,18-25,Diamond,Rejected,Inactive,2021-01-21,2053.19,21228.65,24774.65,True,REF_481574
USR_19335153,email_000135@domain.com,2022-02-02,AU,46-55,Gold,Rejected,Active,2022-06-26,39482.42,19419.16,1647.8,True,REF_685066
USR_D05913D8,email_000136@domain.com,2023-10-21,IT,36-45,Diamond,Verified,Suspended,2024-05-05,4166.95,19908.36,22918.66,False,REF_787923
USR_E3E55E2A,email_000137@domain.com,2023-12-01,AU,26-35,Diamond,Rejected,Active,2024-11-04,15548.14,11300.38,19791.55,True,REF_802667
USR_45B79071,email_000138@domain.com,2023-12-10,JP,18-25,Platinum,Rejected,Suspended,2024-11-24,1009.7,9265.98,23779.23,False,REF_903373
USR_9CF92953,email_000139@domain.com,2022-09-22,FR,26-35,Silver,Verified,Suspended,2022-12-29,42236.98,3034.22,19271.87,True,REF_794083
USR_868B9ABF,email_000140@domain.com,2021-11-20,DE,56-65,Platinum,Verified,Inactive,2022-10-02,9124.21,20785.37,15618.51,True,REF_856215
USR_0D0D7863,email_000141@domain.com,2022-06-15,AU,36-45,Silver,Pending,Suspended,2022-07-07,37644.32,23514.01,5850.07,True,REF_424500
USR_7B2826D2,email_000142@domain.com,2024-07-14,FR,36-45,Diamond,Pending,Pending,2025-03-11,38494.98,23343.72,12572.67,False,REF_269930
USR_AB303B28,email_000143@domain.com,2024-07-30,CH,56-65,Silver,Pending,Active,2024-11-09,32094.83,26223.51,13863.52,True,REF_845957
USR_B604120F,email_000144@domain.com,2024-09-28,UK,36-45,Bronze,Verified,Suspended,2025-06-19,22521.03,15400.58,20776.17,True,REF_332823
USR_A3C2770A,email_000145@domain.com,2024-07-30,ES,18-25,Platinum,Verified,Pending,2025-03-17,25150.16,7073.34,24863.13,False,REF_335445
USR_5CC82CB0,email_000146@domain.com,2020-02-27,UK,65+,Gold,Verified,Inactive,2020-08-08,2011.33,27521.89,11811.37,True,REF_895702
USR_C1023AEE,email_000147@domain.com,2023-12-15,CA,56-65,Bronze,Verified,Active,2024-08-11,12870.6,25048.89,13720.11,False,REF_216587
USR_E98548E4,email_000148@domain.com,2024-05-08,FR,36-45,Bronze,Verified,Inactive,2024-10-02,21049.29,23816.97,11427.84,True,REF_977330
USR_775396B5,email_000149@domain.com,2022-10-20,JP,18-25,Diamond,Rejected,Inactive,2023-08-21,35955.36,8738.16,39.11,False,REF_352249
USR_121A444C,email_000150@domain.com,2023-03-14,DE,65+,Bronze,Rejected,Suspended,2023-10-13,3477.2,15781.78,12683.19,True,REF_509420
USR_FE0869F0,email_000151@domain.com,2024-11-23,US,65+,Platinum,Pending,Suspended,2025-07-21,37391.1,10712.82,1688.99,True,REF_868544
USR_5BE49D9A,email_000152@domain.com,2023-09-07,UK,56-65,Gold,Verified,Active,2024-07-24,17679.72,10156.42,16069.89,False,REF_829168
USR_7C34ED6D,email_000153@domain.com,2022-09-07,DE,26-35,Bronze,Rejected,Pending,2023-07-27,1945.49,6047.73,19777.73,True,REF_430926
USR_9554F526,email_000154@domain.com,2021-09-27,AU,56-65,Platinum,Pending,Active,2022-06-17,37689.22,5733.1,8924.35,True,REF_787584
USR_64BF5B62,email_000155@domain.com,2021-11-10,UK,36-45,Platinum,Pending,Pending,2022-03-29,44742.41,11599.34,24343.09,False,REF_825686
USR_45255F30,email_000156@domain.com,2022-10-15,CH,56-65,Gold,Verified,Pending,2023-04-21,4038.46,18073.6,20558.53,False,REF_436814
USR_42C4F207,email_000157@domain.com,2020-07-29,ES,65+,Gold,Pending,Pending,2020-09-07,30170.82,12783.48,17244.12,False,REF_568849
USR_9EBA3F23,email_000158@domain.com,2020-03-27,SG,46-55,Gold,Rejected,Active,2020-09-23,3844.55,19125.38,9082.78,True,REF_132653
USR_486D1390,email_000159@domain.com,2020-10-19,NL,46-55,Bronze,Verified,Active,2021-08-26,11876.17,19354.89,9053.76,True,REF_734487
USR_5453E6B3,email_000160@domain.com,2020-11-10,CA,36-45,Gold,Pending,Active,2021-10-23,28738.7,15883.8,9950.85,False,REF_361736
USR_7AA8AE3F,email_000161@domain.com,2020-08-20,BE,26-35,Platinum,Rejected,Pending,2020-09-02,45685.77,3532.83,19374.11,False,REF_324993
USR_4A6CEBEE,email_000162@domain.com,2023-06-07,BE,46-55,Silver,Verified,Inactive,2023-10-31,42656.03,13561.28,22466.98,False,REF_192055
USR_CD0D6B5E,email_000163@domain.com,2024-07-17,ES,65+,Gold,Rejected,Active,2025-07-01,27544.86,8710.87,7498.92,True,REF_846385
USR_66A992F5,email_000164@domain.com,2023-12-24,NL,26-35,Gold,Rejected,Inactive,2024-12-16,6155.99,6029.41,3471.92,False,REF_127560
USR_0582FA14,email_000165@domain.com,2022-01-09,SG,36-45,Platinum,Rejected,Inactive,2022-10-19,30636.22,2586.46,7732.27,False,REF_651231
USR_533CA720,email_000166@domain.com,2022-04-21,SG,18-25,Silver,Pending,Active,2022-11-16,22553.73,20403.27,8612.87,True,REF_905077
USR_0A187A9B,email_000167@domain.com,2020-09-21,JP,18-25,Bronze,Rejected,Inactive,2021-04-30,15275.81,4859.01,23368.45,True,REF_462831
USR_5A6C4363,email_000168@domain.com,2022-11-28,UK,36-45,Silver,Rejected,Suspended,2023-04-22,6346.0,9084.74,13336.95,True,REF_720556
USR_06CA2286,email_000169@domain.com,2023-04-04,DE,65+,Diamond,Rejected,Suspended,2023-06-21,42142.25,16908.54,20630.91,True,REF_185168
USR_4B2247D3,email_000170@domain.com,2020-04-03,CH,56-65,Gold,Rejected,Inactive,2021-02-25,38371.25,12497.6,15974.78,False,REF_757629
USR_9E66E8DE,email_000171@domain.com,2023-01-22,NL,36-45,Platinum,Verified,Pending,2023-06-19,14941.95,2189.19,1497.83,False,REF_535810
USR_9AF3AA98,email_000172@domain.com,2022-09-18,FR,36-45,Diamond,Verified,Suspended,2023-05-13,43088.11,9579.49,24700.58,False,REF_518084
USR_EED2A82D,email_000173@domain.com,2020-09-24,JP,56-65,Bronze,Pending,Inactive,2021-04-01,23376.98,8024.15,6197.97,True,REF_153063
USR_B5C9FF4A,email_000174@domain.com,2021-08-17,SG,46-55,Silver,Verified,Suspended,2022-03-01,46694.2,21633.85,4745.85,True,REF_622469
USR_638615D0,email_000175@domain.com,2022-11-20,CA,36-45,Platinum,Verified,Active,2023-07-17,47267.12,15163.33,24167.17,True,REF_711680
USR_14B8ABB3,email_000176@domain.com,2021-12-23,US,36-45,Platinum,Rejected,Pending,2022-01-16,14358.84,245.32,2687.43,True,REF_377319
USR_48F852C6,email_000177@domain.com,2024-01-29,CH,46-55,Gold,Verified,Pending,2024-08-03,2652.77,16854.51,9063.09,False,REF_177103
USR_52AD0DCC,email_000178@domain.com,2022-03-02,CA,56-65,Gold,Rejected,Active,2022-11-15,6520.3,2900.44,9329.96,False,REF_684929
USR_C88F6E7A,email_000179@domain.com,2022-01-18,FR,56-65,Diamond,Pending,Active,2022-04-01,2360.64,4111.09,8326.02,False,REF_644559
USR_5B604691,email_000180@domain.com,2022-07-24,SG,56-65,Silver,Pending,Suspended,2022-10-08,8208.85,29718.47,18482.98,False,REF_722565
USR_20364331,email_000181@domain.com,2021-11-19,JP,56-65,Platinum,Rejected,Suspended,2022-08-05,23797.14,499.11,8280.99,True,REF_536774
